model_no,type,psu,side_panel,external_volume,internal_35_bays
10466,Mini ITX Desktop,SFX,Tempered Glass,14.5,0
10467,ATX Mid Tower,ATX,Tempered Glass,35.4,2
10468,ATX Mid Tower,ATX,Tempered Glass,,2
10469,ATX Mid Tower,ATX,Tempered Glass,41.3,3
10470,MicroATX Mini Tower,ATX,Tempered Glass,26.6,1
10471,MicroATX Mini Tower,ATX,,33.2,2
10472,ATX Mid Tower,ATX,Tempered Glass,,2
10473,ATX Mid Tower,ATX,Tempered Glass,49.7,1
10474,MicroATX Mini Tower,ATX,Tempered Glass,28.1,2
10475,Mini ITX Tower,SFX,,34.6,1
10476,ATX Mid Tower,ATX,Tempered Glass,71.7,4
10477,MicroATX Mid Tower,ATX,Tempered Glass,31.7,2
10478,ATX Mid Tower,ATX,Tempered Glass,48.6,2
10479,ATX Mid Tower,ATX,Tempered Glass,,1
10480,MicroATX Mini Tower,ATX,Tempered Glass,46.2,2
10481,MicroATX Mini Tower,ATX,Tempered Glass,32,2
10482,MicroATX Slim,ATX,,11.8,1
10483,HTPC,,,26.5,2
10484,ATX Mid Tower,ATX,Tempered Glass,47.9,2
10485,Mini ITX Tower,SFX,Mesh,14.7,0
10486,ATX Mid Tower,ATX,Tempered Glass,40.9,2
10487,ATX Mid Tower,ATX,Tinted Tempered Glass,,4
10488,ATX Mid Tower,ATX,Tempered Glass,63,5
10489,ATX Mid Tower,ATX,Tempered Glass,37.6,2
10490,ATX Mid Tower,ATX,Tempered Glass,43,2
10491,ATX Mid Tower,ATX,Tempered Glass,38.2,2
10492,ATX Mid Tower,ATX,,44.8,4
10493,Mini ITX Tower,SFX,,13.9,2
10494,ATX Full Tower,ATX,,78,4
10495,ATX Full Tower,ATX,Acrylic,71.3,6
10496,MicroATX Mid Tower,ATX,Tempered Glass,32.8,2
10497,ATX Mid Tower,ATX,Acrylic,38.4,3
10498,ATX Mid Tower,ATX,Tempered Glass,66.2,2
10499,ATX Mid Tower,ATX,,43.5,2
10500,ATX Mid Tower,ATX,Tempered Glass,52.1,3
10501,ATX Mid Tower,ATX,Mesh,43.1,2
10502,MicroATX Mini Tower,ATX,Tempered Glass,30.1,2
10503,MicroATX Mini Tower,ATX,Tempered Glass,,2
10504,MicroATX Mini Tower,ATX,Tempered Glass,31.3,1
10505,ATX Mid Tower,ATX,Tempered Glass,61.8,2
10506,Mini ITX Tower,SFX,Tempered Glass,27.3,1
10507,Mini ITX Tower,SFX,Tempered Glass,29.3,1
10508,ATX Mid Tower,ATX,Tempered Glass,80.7,2
10509,ATX Mid Tower,ATX,Tempered Glass,32.1,2
10510,ATX Mid Tower,ATX,,29.9,2
10511,MicroATX Mini Tower,ATX,Tempered Glass,34.4,1
10512,ATX Mid Tower,ATX,Tempered Glass,,2
10513,ATX Full Tower,ATX,Tempered Glass,153.6,6
10514,ATX Mid Tower,ATX,Tempered Glass,78.3,2
10515,ATX Mid Tower,ATX,Tempered Glass,,2
10516,ATX Mid Tower,ATX,Tempered Glass,,2
10517,ATX Mid Tower,ATX,Tinted Tempered Glass,60.8,6
10518,ATX Mid Tower,ATX,Tinted Tempered Glass,,3
10519,ATX Mid Tower,ATX,Tempered Glass,38.4,2
10520,ATX Mid Tower,ATX,Tempered Glass,66.8,0
10521,ATX Mid Tower,ATX,Acrylic,42.2,2
10522,Mini ITX Tower,SFX,Mesh,,1
10523,Mini ITX Tower,SFX,Tempered Glass,14.7,0
10524,ATX Mid Tower,ATX,Tempered Glass,,2
10525,ATX Mid Tower,ATX,Tempered Glass,55.8,2
10526,MicroATX Mini Tower,ATX,Mesh,15.9,1
10527,ATX Full Tower,ATX,Tempered Glass,72.7,2
10528,ATX Mid Tower,ATX,Tempered Glass,61.8,2
10529,ATX Full Tower,ATX,Tempered Glass,72.7,2
10530,ATX Mid Tower,ATX,Tempered Glass,50.9,2
10531,ATX Mid Tower,ATX,Tinted Acrylic,,2
10532,ATX Mid Tower,ATX,Tempered Glass,53.6,3
10533,ATX Mid Tower,ATX,Tempered Glass,,2
10534,ATX Mid Tower,ATX,Tempered Glass,61.8,2
10535,Mini ITX Tower,SFX,Tinted Tempered Glass,,0
10536,ATX Mid Tower,ATX,Tempered Glass,73.6,2
10537,MicroATX Desktop,ATX,Tempered Glass,25.3,1
10538,ATX Full Tower,ATX,Tempered Glass,78,4
10539,ATX Mid Tower,ATX,Tempered Glass,41.3,3
10540,Mini ITX Tower,SFX,Tinted Tempered Glass,,1
10541,Mini ITX Desktop,SFX,Acrylic,28.8,2
10542,ATX Mid Tower,ATX,Tempered Glass,47.1,2
10543,ATX Mid Tower,ATX,,46,2
10544,ATX Mid Tower,ATX,Tempered Glass,35.4,1
10545,ATX Mid Tower,ATX,Tempered Glass,,2
10546,ATX Full Tower,ATX,Tempered Glass,62.4,3
10547,MicroATX Desktop,ATX,,10.3,1
10548,ATX Mid Tower,ATX,Tempered Glass,78.3,2
10549,ATX Mid Tower,ATX,Tempered Glass,44.5,2
10550,ATX Desktop,ATX,Mesh,61.7,2
10551,MicroATX Mid Tower,ATX,Tempered Glass,36.5,2
10552,ATX Full Tower,ATX,Tempered Glass,83.6,9
10553,MicroATX Mini Tower,ATX,Tempered Glass,26.6,1
10554,ATX Mid Tower,ATX,Tempered Glass,75.5,4
10555,Mini ITX Tower,SFX,Mesh,24.8,0
10556,Mini ITX Desktop,SFX,Tempered Glass,23.8,1
10557,ATX Mid Tower,ATX,Tempered Glass,55.8,2
10558,ATX Mid Tower,ATX,Tempered Glass,54.2,1
10559,ATX Full Tower,ATX,Tinted Tempered Glass,81.5,6
10560,ATX Mid Tower,ATX,Tempered Glass,42.5,2
10561,ATX Mid Tower,ATX,Tempered Glass,63,5
10562,ATX Mid Tower,ATX,Tempered Glass,69.8,2
10563,ATX Mid Tower,ATX,Tempered Glass,57.5,2
10564,ATX Full Tower,ATX,Tempered Glass,,4
10565,ATX Mid Tower,ATX,Tempered Glass,73.7,2
10566,ATX Mid Tower,ATX,Tempered Glass,45.3,2
10567,ATX Mid Tower,ATX,Tinted Tempered Glass,64.9,4
10568,ATX Mid Tower,ATX,Tempered Glass,43.8,2
10569,MicroATX Mid Tower,ATX,,,2
10570,MicroATX Mid Tower,ATX,Acrylic,,2
10571,ATX Mid Tower,ATX,Tempered Glass,38.4,2
10572,ATX Mid Tower,ATX,Tempered Glass,50.6,2
10573,ATX Mid Tower,ATX,Tempered Glass,39.5,2
10574,MicroATX Mid Tower,ATX,,,3
10575,ATX Mid Tower,ATX,Tempered Glass,54.1,3
10576,HTPC,,,30.9,3
10577,Mini ITX Desktop,SFX,,19.5,0
10578,ATX Mid Tower,ATX,Tempered Glass,50.9,2
10579,Mini ITX Tower,SFX,Tempered Glass,32.7,2
10580,Mini ITX Tower,SFX,Tempered Glass,29.3,1
10581,ATX Mid Tower,ATX,Tempered Glass,53.7,2
10582,ATX Mid Tower,ATX,Tempered Glass,52.5,2
10583,ATX Mid Tower,ATX,Tempered Glass,28.8,2
10584,MicroATX Mini Tower,ATX,,24.8,2
10585,MicroATX Mid Tower,ATX,,35.7,2
10586,ATX Mid Tower,ATX,Tempered Glass,66.2,2
10587,ATX Mid Tower,ATX,Tempered Glass,44.4,2
10588,ATX Mid Tower,ATX,Tempered Glass,55.4,2
10589,ATX Mid Tower,ATX,Tempered Glass,41.3,2
10590,ATX Mid Tower,ATX,Tempered Glass,43.1,2
10591,MicroATX Mid Tower,ATX,Tempered Glass,41.9,2
10592,ATX Mid Tower,ATX,Tempered Glass,74.5,2
10593,ATX Mid Tower,ATX,Tempered Glass,44.2,2
10594,MicroATX Mini Tower,ATX,Tempered Glass,34.5,2
10595,MicroATX Mid Tower,ATX,Tempered Glass,,2
10596,ATX Full Tower,ATX,,26.2,0
10597,Mini ITX Tower,SFX,,6.8,1
10598,MicroATX Mid Tower,ATX,Tempered Glass,45.8,2
10599,ATX Mid Tower,ATX,Tempered Glass,45.9,2
10600,MicroATX Mid Tower,ATX,Tempered Glass,33,2
10601,ATX Mid Tower,ATX,Tempered Glass,58.6,4
10602,ATX Mid Tower,ATX,Tempered Glass,33.4,2
10603,Mini ITX Tower,SFX,Tinted Tempered Glass,34.6,1
10604,ATX Full Tower,ATX,Acrylic,,7
10605,ATX Mid Tower,ATX,Tempered Glass,55.8,2
10606,ATX Mid Tower,ATX,Tempered Glass,53.9,1
10607,ATX Mid Tower,ATX,Acrylic,39.5,7
10608,ATX Mid Tower,ATX,Tempered Glass,61.7,6
10609,MicroATX Mid Tower,ATX,Tempered Glass,36.9,2
10610,ATX Mid Tower,ATX,Tempered Glass,50.9,3
10611,ATX Mid Tower,ATX,Tempered Glass,49.2,2
10612,ATX Mid Tower,ATX,Tempered Glass,,2
10613,ATX Mid Tower,ATX,Tempered Glass,70.9,2
10614,ATX Mid Tower,ATX,Acrylic,35.3,2
10615,ATX Mid Tower,ATX,Tempered Glass,38.9,4
10616,ATX Mid Tower,ATX,Tempered Glass,,2
10617,ATX Mid Tower,ATX,Tempered Glass,70.9,2
10618,ATX Mid Tower,ATX,Tempered Glass,,3
10619,ATX Mid Tower,ATX,,,5
10620,ATX Mid Tower,ATX,Tempered Glass,47.6,2
10621,ATX Mid Tower,ATX,Tinted Tempered Glass,46.7,1
10622,ATX Mid Tower,ATX,Tempered Glass,,2
10623,ATX Mid Tower,ATX,Tempered Glass,37.6,2
10624,ATX Mid Tower,ATX,Acrylic,62.6,2
10625,ATX Full Tower,ATX,Tempered Glass,281.9,3
10626,Mini ITX Tower,SFX,,13,1
10627,ATX Mid Tower,ATX,Tempered Glass,,2
10628,ATX Full Tower,ATX,Tempered Glass,141,8
10629,MicroATX Desktop,ATX,,8,1
10630,ATX Mid Tower,ATX,,43.1,2
10631,ATX Mid Tower,ATX,Tempered Glass,35,2
10632,ATX Mid Tower,ATX,Tinted Tempered Glass,,4
10633,ATX Mid Tower,ATX,Tempered Glass,93.9,8
10634,ATX Full Tower,ATX,Tempered Glass,82,6
10635,ATX Mid Tower,ATX,Tempered Glass,40.7,2
10636,ATX Mid Tower,ATX,Tinted Tempered Glass,66.2,2
10637,ATX Mid Tower,ATX,Tempered Glass,,2
10638,ATX Mid Tower,ATX,Tempered Glass,42.3,2
10639,ATX Mid Tower,ATX,Tinted Tempered Glass,42.3,2
10640,MicroATX Mini Tower,ATX,Tempered Glass,38.8,2
10641,ATX Mid Tower,ATX,Tempered Glass,48.3,2
10642,ATX Mid Tower,ATX,Tempered Glass,116.6,2
10643,MicroATX Mid Tower,ATX,Tempered Glass,27.3,2
10644,ATX Mid Tower,ATX,Tempered Glass,44.4,2
10645,ATX Mid Tower,ATX,Tempered Glass,,2
10646,MicroATX Mini Tower,ATX,Tempered Glass,40,2
10647,ATX Mid Tower,ATX,Tempered Glass,45.9,2
10648,ATX Mid Tower,ATX,Tempered Glass,,2
10649,ATX Mid Tower,ATX,Tempered Glass,37.5,2
10650,ATX Mid Tower,ATX,Tempered Glass,,7
10651,MicroATX Mid Tower,ATX,Tempered Glass,26.5,1
10652,ATX Mid Tower,ATX,Tempered Glass,47.9,2
10653,ATX Full Tower,ATX,Tempered Glass,127.3,2
10654,Mini ITX Tower,SFX,Tempered Glass,45.1,2
10655,MicroATX Mini Tower,ATX,Tempered Glass,44,2
10656,ATX Mid Tower,ATX,Tempered Glass,30.8,2
10657,ATX Full Tower,ATX,,72.1,8
10658,MicroATX Mini Tower,ATX,Tempered Glass,53,3
10659,ATX Mid Tower,ATX,Tempered Glass,59.3,2
10660,MicroATX Desktop,ATX,,,0
10661,MicroATX Mini Tower,ATX,Mesh,15.9,1
10662,MicroATX Mini Tower,ATX,Tempered Glass,40.9,2
10663,ATX Mid Tower,ATX,Tinted Acrylic,34,2
10664,ATX Mid Tower,ATX,Tempered Glass,53.2,1
10665,ATX Full Tower,ATX,,62.7,2
10666,ATX Full Tower,ATX,Tempered Glass,153.3,12
10667,MicroATX Mid Tower,ATX,Tempered Glass,39.7,2
10668,MicroATX Mid Tower,ATX,Tempered Glass,,1
10669,ATX Mid Tower,ATX,Tempered Glass,55.8,2
10670,ATX Mid Tower,ATX,Tempered Glass,101.1,2
10671,ATX Mid Tower,ATX,Tempered Glass,49.6,2
10672,ATX Full Tower,ATX,Tempered Glass,91,2
10673,ATX Mid Tower,ATX,Tinted Tempered Glass,36,2
10674,MicroATX Mid Tower,ATX,Tempered Glass,,2
10675,MicroATX Mid Tower,ATX,Tempered Glass,38.6,2
10676,ATX Mid Tower,ATX,,39.6,1
10677,ATX Mid Tower,ATX,Tempered Glass,71.7,4
10678,ATX Mid Tower,ATX,Tinted Tempered Glass,59.4,2
10679,ATX Full Tower,ATX,Tempered Glass,68.9,4
10680,Mini ITX Tower,SFX,Tempered Glass,27.3,1
10681,ATX Mid Tower,ATX,Tempered Glass,41.3,3
10682,MicroATX Mid Tower,ATX,Tempered Glass,36.5,2
10683,ATX Mid Tower,ATX,Tempered Glass,,2
10684,ATX Desktop,ATX,Tempered Glass,76.9,2
10685,ATX Mid Tower,ATX,Tempered Glass,33.2,2
10686,ATX Mid Tower,ATX,Tempered Glass,54.1,3
10687,Mini ITX Desktop,SFX,Tempered Glass,17.5,0
10688,MicroATX Mini Tower,ATX,Tempered Glass,26.1,4
10689,ATX Mid Tower,ATX,Tempered Glass,,2
10690,ATX Full Tower,ATX,Tempered Glass,94.5,2
10691,Mini ITX Tower,SFX,Tempered Glass,27.3,1
10692,ATX Mid Tower,ATX,Tempered Glass,41.3,2
10693,ATX Full Tower,ATX,Acrylic,78.8,6
10694,ATX Mid Tower,ATX,Tempered Glass,35.8,3
10695,ATX Mid Tower,ATX,Acrylic,38.4,3
10696,ATX Mid Tower,ATX,Tempered Glass,44.1,2
10697,ATX Mid Tower,ATX,Tempered Glass,45.8,2
10698,ATX Mid Tower,ATX,Tempered Glass,54.1,3
10699,Mini ITX Tower,SFX,Tempered Glass,26,1
10700,ATX Mid Tower,ATX,Tempered Glass,,3
10701,Mini ITX Desktop,SFX,,18.6,3
10702,ATX Mid Tower,ATX,Tempered Glass,35.8,2
10703,ATX Full Tower,ATX,Tempered Glass,87.3,4
10704,Mini ITX Desktop,SFX,,19.1,0
10705,ATX Mid Tower,ATX,Tempered Glass,65.3,2
10706,MicroATX Mid Tower,ATX,Tempered Glass,36.5,2
10707,ATX Mid Tower,ATX,Tempered Glass,,2
10708,ATX Mid Tower,ATX,Tempered Glass,42.3,2
10709,Mini ITX Desktop,SFX,,19.5,0
10710,ATX Full Tower,ATX,Acrylic,,3
10711,ATX Mid Tower,ATX,Acrylic,53.3,8
10712,ATX Mid Tower,ATX,Tempered Glass,49.9,2
10713,ATX Full Tower,ATX,Tempered Glass,75.2,5
10714,ATX Mid Tower,ATX,Tempered Glass,60.5,2
10715,ATX Mid Tower,ATX,Tempered Glass,58.6,4
10716,ATX Full Tower,ATX,Tempered Glass,,0
10717,ATX Mid Tower,ATX,Tempered Glass,50.9,3
10718,ATX Full Tower,ATX,Tempered Glass,185.4,4
10719,ATX Mid Tower,ATX,Acrylic,,3
10720,MicroATX Mini Tower,ATX,,27.5,4
10721,ATX Mid Tower,ATX,Tempered Glass,36.3,2
10722,ATX Mid Tower,ATX,Tempered Glass,36.1,2
10723,ATX Mid Tower,ATX,Tempered Glass,33.4,2
10724,ATX Mid Tower,ATX,Tempered Glass,39.8,2
10725,ATX Full Tower,ATX,Tempered Glass,87.3,4
10726,ATX Mid Tower,ATX,Tempered Glass,,2
10727,ATX Full Tower,ATX,Tempered Glass,110.7,7
10728,ATX Mid Tower,ATX,Tempered Glass,,2
10729,ATX Mid Tower,ATX,Tempered Glass,53.9,1
10730,MicroATX Mini Tower,ATX,Tempered Glass,43.6,2
10731,ATX Mid Tower,ATX,Tempered Glass,47.9,2
10732,ATX Mid Tower,ATX,Tinted Tempered Glass,,2
10733,ATX Full Tower,ATX,Tempered Glass,107.4,3
10734,MicroATX Mid Tower,ATX,Tempered Glass,,2
10735,ATX Mid Tower,ATX,Tempered Glass,37.5,1
10736,ATX Mid Tower,ATX,Tinted Tempered Glass,,3
10737,Mini ITX Tower,SFX,Tinted Tempered Glass,29.5,1
10738,MicroATX Mini Tower,ATX,Tempered Glass,40,2
10739,MicroATX Mini Tower,ATX,Tempered Glass,53,3
10740,MicroATX Mini Tower,ATX,Tempered Glass,34.5,2
10741,ATX Mid Tower,ATX,Tempered Glass,50.4,1
10742,ATX Mid Tower,ATX,Tempered Glass,71.4,2
10743,ATX Mid Tower,ATX,Tempered Glass,,2
10744,MicroATX Mini Tower,ATX,,25.3,1
10745,ATX Mid Tower,ATX,Tempered Glass,41.7,3
10746,ATX Mid Tower,ATX,,35.4,0
10747,ATX Full Tower,ATX,Tempered Glass,81.4,4
10748,ATX Mid Tower,ATX,Tinted Tempered Glass,69.8,2
10749,MicroATX Mid Tower,ATX,Tempered Glass,45.8,2
10750,ATX Mid Tower,ATX,Tempered Glass,39.7,2
10751,ATX Mid Tower,ATX,Tinted Tempered Glass,62.4,6
10752,Mini ITX Desktop,SFX,Mesh,15.9,0
10753,ATX Mid Tower,ATX,,54.9,6
10754,ATX Mid Tower,ATX,Tempered Glass,46.7,1
10755,ATX Mid Tower,ATX,Tempered Glass,80.1,2
10756,ATX Mid Tower,ATX,Tempered Glass,50.6,2
10757,ATX Mid Tower,ATX,,39.3,2
10758,ATX Mid Tower,ATX,Tempered Glass,,2
10759,ATX Mid Tower,ATX,Tempered Glass,61.7,6
10760,ATX Mid Tower,ATX,Tempered Glass,42.9,2
10761,ATX Mid Tower,ATX,Tempered Glass,41.6,2
10762,ATX Mid Tower,ATX,Tempered Glass,33.2,2
10763,Mini ITX Tower,SFX,Mesh,14.7,0
10764,ATX Mid Tower,ATX,Tempered Glass,35.7,3
10765,MicroATX Mini Tower,ATX,Tempered Glass,53,3
10766,MicroATX Mid Tower,ATX,Tempered Glass,35.5,3
10767,ATX Mid Tower,ATX,Tempered Glass,,2
10768,ATX Mid Tower,ATX,Tempered Glass,41.9,2
10769,Mini ITX Desktop,SFX,,5.1,0
10770,ATX Mid Tower,ATX,Tinted Tempered Glass,42.3,2
10771,ATX Mid Tower,ATX,Tempered Glass,,1
10772,MicroATX Desktop,ATX,,22.8,2
10773,ATX Mid Tower,ATX,Tempered Glass,33.4,2
10774,ATX Mid Tower,ATX,Tempered Glass,,3
10775,ATX Mid Tower,ATX,Tempered Glass,48.6,2
10776,ATX Mid Tower,ATX,Acrylic,41.6,2
10777,MicroATX Mid Tower,ATX,Tempered Glass,38.5,2
10778,ATX Mid Tower,ATX,Tempered Glass,35.7,2
10779,MicroATX Mid Tower,ATX,Tempered Glass,36.1,2
10780,Mini ITX Tower,SFX,Tempered Glass,29.9,0
10781,ATX Mid Tower,ATX,Tempered Glass,32.3,1
10782,ATX Full Tower,ATX,Tempered Glass,39.5,2
10783,Mini ITX Tower,SFX,,11.5,1
10784,ATX Mid Tower,ATX,Tempered Glass,53.6,3
10785,MicroATX Mini Tower,ATX,,,4
10786,HTPC,,,15.5,2
10787,ATX Mid Tower,ATX,Tempered Glass,,2
10788,MicroATX Mini Tower,ATX,Tempered Glass,36.7,2
10789,ATX Mid Tower,ATX,Tempered Glass,172.8,2
10790,Mini ITX Tower,SFX,Tempered Glass,27.3,1
10791,ATX Mid Tower,ATX,Acrylic,56,8
10792,MicroATX Mini Tower,ATX,Tinted Tempered Glass,33.2,2
10793,ATX Mid Tower,ATX,Tempered Glass,35,2
10794,ATX Mid Tower,ATX,Tempered Glass,,2
10795,ATX Mid Tower,ATX,Tempered Glass,73.5,3
10796,ATX Mid Tower,ATX,Tempered Glass,45.5,2
10797,ATX Mid Tower,ATX,,,3
10798,ATX Mid Tower,ATX,Acrylic,42.8,3
10799,ATX Mid Tower,ATX,Tempered Glass,,2
10800,ATX Mid Tower,ATX,Tinted Tempered Glass,42.9,2
10801,MicroATX Mini Tower,ATX,Tempered Glass,35,1
10802,ATX Full Tower,ATX,Tempered Glass,62.7,2
10803,ATX Mid Tower,ATX,Tempered Glass,39.5,2
10804,ATX Mid Tower,ATX,Tempered Glass,,2
10805,MicroATX Mini Tower,ATX,,,1
10806,MicroATX Mid Tower,ATX,Tempered Glass,35.5,4
10807,ATX Full Tower,ATX,Tempered Glass,,4
10808,ATX Mid Tower,ATX,Tempered Glass,,3
10809,ATX Mid Tower,ATX,Tempered Glass,53.6,3
10810,ATX Mid Tower,ATX,Tempered Glass,101.1,2
10811,ATX Mid Tower,ATX,Tempered Glass,35.4,2
10812,MicroATX Mini Tower,ATX,Tempered Glass,34,2
10813,MicroATX Mid Tower,ATX,Tempered Glass,25.7,1
10814,ATX Mid Tower,ATX,Tempered Glass,50.6,2
10815,MicroATX Mini Tower,ATX,Tempered Glass,53,3
10816,ATX Mid Tower,ATX,Tempered Glass,49.1,2
10817,ATX Mid Tower,ATX,Tempered Glass,46,2
10818,ATX Mid Tower,ATX,Mesh,47.3,2
10819,ATX Mid Tower,ATX,,33.8,3
10820,ATX Mid Tower,ATX,Tempered Glass,41,2
10821,Mini ITX Desktop,SFX,Tempered Glass,16.7,1
10822,Mini ITX Tower,SFX,Tempered Glass,34.6,1
10823,ATX Full Tower,ATX,Tempered Glass,72.7,2
10824,HTPC,,,7.1,0
10825,MicroATX Mini Tower,ATX,Tempered Glass,30.1,2
10826,ATX Full Tower,ATX,Tempered Glass,161.6,2
10827,ATX Mid Tower,ATX,,,4
10828,ATX Full Tower,ATX,Tempered Glass,,3
10829,ATX Mid Tower,ATX,Tempered Glass,76.4,4
10830,ATX Mid Tower,ATX,Tempered Glass,113.8,2
10831,ATX Mid Tower,ATX,Tempered Glass,76.4,4
10832,ATX Mid Tower,ATX,Tempered Glass,41.6,2
10833,ATX Full Tower,ATX,Tempered Glass,75.2,5
10834,ATX Mid Tower,ATX,Tempered Glass,47.9,1
10835,ATX Mid Tower,ATX,Tempered Glass,44.2,2
10836,ATX Mid Tower,ATX,Tempered Glass,,1
10837,MicroATX Mini Tower,ATX,,23.2,0
10838,ATX Mid Tower,ATX,Tempered Glass,30.8,2
10839,MicroATX Mini Tower,ATX,Mesh,21.9,4
10840,ATX Mid Tower,ATX,Acrylic,,3
10841,ATX Mid Tower,ATX,Acrylic,,3
10842,ATX Full Tower,ATX,Tempered Glass,83.5,2
10843,ATX Mid Tower,ATX,Tempered Glass,49.9,3
10844,ATX Mid Tower,ATX,Tempered Glass,,2
10845,ATX Mid Tower,ATX,Tempered Glass,39.9,2
10846,ATX Mid Tower,ATX,Tempered Glass,47.6,2
10847,ATX Mid Tower,ATX,Tempered Glass,76.4,4
10848,ATX Mid Tower,ATX,,56.7,6
10849,ATX Full Tower,ATX,Acrylic,,7
10850,MicroATX Mini Tower,ATX,Tempered Glass,40.5,2
10851,MicroATX Mid Tower,ATX,Tempered Glass,,2
10852,MicroATX Mid Tower,ATX,Tempered Glass,39.7,2
10853,ATX Mid Tower,ATX,Tempered Glass,43,2
10854,ATX Mid Tower,ATX,Acrylic,80.1,2
10855,ATX Mid Tower,ATX,Tempered Glass,35.1,2
10856,ATX Mid Tower,ATX,Tempered Glass,40,2
10857,ATX Mid Tower,ATX,Tempered Glass,,2
10858,ATX Mid Tower,ATX,,42.1,2
10859,Mini ITX Desktop,SFX,,,1
10860,Mini ITX Tower,SFX,,11.5,1
10861,ATX Mid Tower,ATX,Acrylic,42.7,2
10862,ATX Mid Tower,ATX,Tempered Glass,,2
10863,MicroATX Mini Tower,ATX,Tempered Glass,29.9,2
10864,HTPC,,,,1
10865,ATX Mid Tower,ATX,Tempered Glass,47,1
10866,ATX Mid Tower,ATX,Tempered Glass,63,5
10867,Mini ITX Tower,SFX,,29.5,1
10868,HTPC,,Mesh,15.6,0
10869,Mini ITX Desktop,SFX,,10.7,1
10870,ATX Mid Tower,ATX,Tempered Glass,46,2
10871,Mini ITX Tower,SFX,,8.5,1
10872,MicroATX Mini Tower,ATX,Tempered Glass,36.7,1
10873,MicroATX Mini Tower,ATX,Tempered Glass,32.5,2
10874,ATX Mid Tower,ATX,Acrylic,61.4,6
10875,Mini ITX Desktop,SFX,Tinted Tempered Glass,16.7,1
10876,MicroATX Mid Tower,ATX,Tempered Glass,,2
10877,ATX Mid Tower,ATX,Tempered Glass,39.9,2
10878,MicroATX Desktop,ATX,Mesh,13.8,3
10879,ATX Mid Tower,ATX,Tempered Glass,46.7,1
10880,MicroATX Mini Tower,ATX,,,3
10881,MicroATX Mini Tower,ATX,Tempered Glass,32.7,2
10882,MicroATX Mid Tower,ATX,,35.8,2
10883,ATX Mid Tower,ATX,Tempered Glass,80.1,2
10884,ATX Mid Tower,ATX,Tempered Glass,114,1
10885,ATX Mid Tower,ATX,Acrylic,53.3,8
10886,ATX Mid Tower,ATX,Tempered Glass,35.4,2
10887,ATX Full Tower,ATX,Tempered Glass,161.6,2
10888,ATX Mid Tower,ATX,Tempered Glass,53.7,2
10889,ATX Mid Tower,ATX,Tempered Glass,57.2,4
10890,MicroATX Desktop,ATX,Tempered Glass,49.4,3
10891,Mini ITX Desktop,SFX,,,0
10892,HTPC,,Mesh,26.5,2
10893,ATX Full Tower,ATX,,82,7
10894,ATX Mid Tower,ATX,Acrylic,36.4,4
10895,ATX Full Tower,ATX,Tempered Glass,91,2
10896,ATX Mid Tower,ATX,Tempered Glass,61.7,2
10897,ATX Mid Tower,ATX,Tempered Glass,58.6,4
10898,ATX Mid Tower,ATX,Tempered Glass,33.4,2
10899,ATX Mid Tower,ATX,Tempered Glass,42,2
10900,ATX Mid Tower,ATX,Acrylic,57.7,3
10901,ATX Mid Tower,ATX,Tempered Glass,,3
10902,MicroATX Mini Tower,ATX,Tempered Glass,34.4,1
10903,ATX Mid Tower,ATX,Tempered Glass,,2
10904,MicroATX Mid Tower,ATX,Tempered Glass,,2
10905,ATX Full Tower,ATX,Acrylic,75,5
10906,ATX Mid Tower,ATX,Tempered Glass,41,1
10907,ATX Full Tower,ATX,Tempered Glass,62.6,3
10908,ATX Mid Tower,ATX,Tempered Glass,48.6,2
10909,ATX Mid Tower,ATX,Tempered Glass,41.3,2
10910,ATX Full Tower,ATX,Acrylic,96.8,6
10911,ATX Mid Tower,ATX,Tempered Glass,38.7,1
10912,ATX Mid Tower,ATX,Tempered Glass,50.6,2
10913,ATX Mid Tower,ATX,Tempered Glass,50.7,2
10914,MicroATX Mini Tower,ATX,Acrylic,30.4,2
10915,ATX Mid Tower,ATX,Tempered Glass,48.1,1
10916,MicroATX Mid Tower,ATX,,27.9,5
10917,ATX Mid Tower,ATX,Tempered Glass,42.3,2
10918,ATX Mid Tower,ATX,,47,4
10919,ATX Mid Tower,ATX,,,4
10920,ATX Mid Tower,ATX,Tempered Glass,33.2,2
10921,ATX Mid Tower,ATX,Tinted Tempered Glass,61.7,6
10922,Mini ITX Tower,SFX,Mesh,14.7,0
10923,ATX Mid Tower,ATX,Tempered Glass,39.7,2
10924,ATX Mid Tower,ATX,Tempered Glass,43.7,2
10925,ATX Mid Tower,ATX,Tinted Tempered Glass,45.9,2
10926,ATX Full Tower,ATX,Acrylic,86.7,8
10927,ATX Mid Tower,ATX,Tempered Glass,83.8,3
10928,MicroATX Mini Tower,ATX,Tempered Glass,20.5,2
10929,ATX Full Tower,ATX,Tempered Glass,,12
10930,ATX Mid Tower,ATX,Tempered Glass,42.1,2
10931,ATX Mid Tower,ATX,Tempered Glass,,2
10932,HTPC,,,33.4,8
10933,ATX Mid Tower,ATX,Tempered Glass,43,2
10934,ATX Mid Tower,ATX,Tempered Glass,52.8,4
10935,ATX Mid Tower,ATX,Tinted Tempered Glass,59.4,2
10936,ATX Mid Tower,ATX,Acrylic,36.5,2
10937,ATX Mid Tower,ATX,Tempered Glass,54.2,2
10938,ATX Mid Tower,ATX,Tempered Glass,101.1,2
